SMILES,Predicted logBCF
OC(=O)C1=CC=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CF)C=C1,2.054603048
CN(C)CCCNS(=O)(=O)C1=CC=C(OC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C=C1,2.177060408
ON(C(F)(F)F)C(F)(F)C(F)(F)N(O)C(F)(F)F,0.362937346
OS(=O)(=O)C(F)(F)C(F)(F)C(F)=C(F)C(F)(F)F,1.326036147
OC(=O)CCS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.730300027
C[N+](C)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(O)=O,1.129186527
CN(CCC[N+](C)(C)C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.512613493
OCC1=CN(\C(S1)=N\C(=O)N1CC[C@@H](F)C1)C1=CC2=C(OC(F)(F)C(F)(F)O2)C=C1,1.949163293
C[N+](C)(CCO)CCCN(CCCS([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.876651042
FC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,2.483755296
FC(F)(F)C(F)(F)OC1=C(OC(F)(F)C(F)(F)F)C=CC=C1,2.948567698
OC1=C(\C=N\NC(=O)C2=CC=C(COCC(F)(F)C(F)F)C=C2)C=CC=C1,1.809500667
NC1=NC(Cl)=NC(=N1)C(F)(F)C(F)F,1.042360084
CCN1N=C(C(=C1C(O)=O)C(F)(F)F)C(F)(F)C(F)(F)F,1.354190476
CCC(=O)C1=CC(OC(F)(F)C(F)F)=CC=C1,2.245262691
OC\C=C\C(F)(F)C(F)(F)F,1.639397076
CN1C=C(C(=N1)C(F)(F)C(F)(F)F)C(F)(F)F,1.800492707
NC1=CN=C(N=C1)C(F)(F)C(F)(F)F,1.023283099
OC(=O)\C=C\C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,1.651123902
CC1COC(F)(F)C1(F)F,2.022892977
OC(=O)C(F)(F)C(F)(F)C#N,0.388564461
OCC1(F)CCCC1(F)F,1.208229335
COC1=CC=C(N\C=C2/C(=O)C3=C(OC2(O)C(F)(F)C(F)F)C=C(OC)C=C3)C=C1,2.272480759
CCOC(=O)C(SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.300954469
CN(CC1CO1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.454240841
FC(F)(F)C(F)(F)C1=CC(=O)C=CO1,1.784473236
CC(C)(C)OC(=O)N1CC(F)(F)C(F)(F)C1,1.843377583
FC(F)C1(F)OC(F)(F)C=C1,1.949926513
CCOC(=O)C(F)(F)C(F)C(F)(F)F,1.50485749
CN(CC(O)CCl)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.694525589
CCNCCOC(F)(F)C(F)(F)F,1.16967121
FC(F)(F)C(F)(F)OC1CCNC1,1.061481938
FC1(F)CC2(CCNC2)C1(F)F,1.546860648
CCSC(F)(F)C(F)C(F)(F)F,1.776325267
OS(=O)(=O)C(CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.907073631
OCCN(CCO)CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.963515019
CC(CC=C)OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,2.028391353
FC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)=O)C(F)(F)F,1.832774677
C[Si](Cl)(Cl)CCCOCC(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,2.116475023
FC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(F)(=O)=O)C(F)(F)OC(F)(F)C(F)(F)S(F)(=O)=O)C(F)(F)F,1.598571421
OP(O)(=O)CCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,1.937800493
CC1=CC(=CC=C1NC(=O)C1=CC=CC(Cl)=C1C(=O)NC(C)(C)C#N)C(F)(C(F)(F)F)C(F)(F)F,1.796682832
[H]C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(O)(=O)=O)C(F)(F)F)C(O)=O,0.874165613
CC[NH3+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1.877427751
FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(=O)=O,1.812028652
OC(=O)\C=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.046371404
FC(=CC=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.355478779
[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.323335037
OCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.473333501
CCC(F)(F)C(F)(F)F,1.994001566
CCCCS(=O)(=O)C(F)(F)C(F)(F)F,1.177878434
FC(F)(F)C1(F)CCC1(F)F,2.378459326
O[C@H](CN(CC1=CC(=CC=C1)C(F)(F)C(F)(F)C(F)(F)F)C1=CC(OC2=CC(OC(F)F)=CC=C2)=CC=C1)C(F)(F)F,2.534740145
OS(=O)(=O)CC(F)(F)C(F)(F)C(F)(F)F,1.102139082
CCC(=O)OC(F)(F)C(F)(F)F,1.579309639
FC(F)(F)CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CC=C1,2.390478051
CCCOC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,2.28136551
FC1(F)C(F)(F)C(F)(F)C(F)(SC2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C(F)(F)C1(F)F,2.52346268
CNCCCS(=O)(=O)CCCC(F)(F)C(F)(F)F,0.924831397
[O-][N+](=O)C1=CC=CC(C(=O)NC2=C(Br)C=C(C=C2Br)C(F)(C(F)(F)F)C(F)(F)F)=C1F,2.267453751
CCCCCCCCC(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(OCCCC)(OCCCC)OCCCC,2.402946138
CCC(F)(F)C(F)(F)C(O)(F)F,1.384771339
[O-]S(=O)(=O)C(F)(F)C(F)(F)CCCCCCCCCC(F)(F)F,1.313026681
[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCC(F)(F)F,1.775828703
[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)CCC(F)(F)F,1.431180105
[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)CC(F)(F)F,1.548081773
OC(=O)CC1=CC=C(C=C1)C1=NN(C=N1)C1=CC=C(OC(F)(F)C(F)(F)F)C=C1,1.948748917
[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)F,1.506421044
FC(F)C(F)(F)C(F)(F)C(F)(F)OC(=O)C1CC2CC1C=C2,2.140646551
FC1=CC2=C(N=C1)N(CCC(F)(F)C(F)(F)F)N=C2I,1.704121203
FC(F)(F)C1=CC2=C(OC(=N2)C2=C(OCC(F)(F)C(F)(F)F)C=NC=C2)C=C1,2.530370576
CCCCC(F)C(F)(F)C(F)(F)C(O)=O,1.22635411
CN(C(=O)C1=CC=CC=C1F)C1=CC=CC(C(=O)NC2=C(C=C(C=C2I)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)=C1F,2.254558631
FC1=CC=C(C=C1)C1=CC2=C(NC(=N2)C(F)(F)C(F)(F)C(F)(F)F)C=C1Cl,2.637922478
CS(=O)C(F)(F)C(F)(F)F,1.032631133
OC(=O)\C=C\C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.995970088
FC1=C(F)C(F)(Cl)C(F)(F)C1(F)F,2.462127733
OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CF,2.087744121
CN1C2=C(C=C(C=C2)N2C=C(C(O)=O)C(=O)N(CC3=C(C)C(=CC=C3)C(F)(F)F)C2=O)C(F)(C1=O)C(F)(F)F,1.34953019
OC(=O)CC(F)C(F)(F)C(F)(F)F,1.144028547
CC(F)(C(F)(F)C(F)(F)F)S(=O)(=O)OCCCOS(=O)(=O)C(C)(F)C(F)(F)C(F)(F)F,1.318886756
CN(C(=O)C1=C(Cl)N=CC=C1)C1=CC=CC(C(=O)NC2=C(Br)C=C(C=C2Br)C(F)(C(F)(F)F)C(F)(F)F)=C1F,1.978448517
CS(=O)CC(F)(F)C(F)(F)F,1.160572361
CC(C)(CC(O)(C(=O)NC1=CC2=C(C=C1)C(=O)OC2)C(F)(F)C(F)(F)F)C1=CC=CC=C1,1.928285791
CCC(=O)NCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.152128796
CC(C)(C)OC(=O)NC1=CC=C(C=C1)C1=NN(C=N1)C1=CC=C(OC(F)(F)C(F)(F)F)C=C1,2.371667489
FC(CC(F)(F)F)C(F)(F)OP(F)(F)=O,1.277458313
CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.802753456
FC(F)(F)OC(F)(F)OC(F)(F)C(F)(OC(F)(F)F)C(F)(F)F,1.951598505
FC(F)COC(F)(F)C(F)F,1.587340304
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)C1(F)F)[N+]1(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,2.307300029
FC(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C1(F)F,2.292853798
CC(=C)C(=O)OCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.167360841
[H][N+]([H])([H])[H].[O-]C(=O)CCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.495291874
[O-]C(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,1.73779396
[NH4+].[O-]C(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,1.371709864
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,1.864030907
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F,1.739017198
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(\F)=C(/F)C(F)(F)F,2.06230812
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)C(\F)=C(/F)C(F)(F)F,1.900212009
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)C(F)(F)F,1.384778014
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)C(F)(F)F,1.688622293
C[N+](C)(CCO)CCCN(CC(O)CS([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.198147181
CO[Si](CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,1.735620962
C[N+](C)(CCC(CO)[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(O)CO,1.416358153
C[N+](C)(CCC(CO)N(CCCS([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(O)CO,1.193130693
COCCOCCOCCOCCOCCOCCOCCOCC(O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.873717562
C[N+](C)(C)CCCN(CCC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.125509673
C[N+](C)(CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,2.076040817
CCCC[P+](CCCC)(CCCC)CCCC.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.601514282
CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.288923449
CCN(CCC[N+](C)(C)CCC([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.186234374
CCN(CCC[N+](C)(C)CCC([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.517705988
CCN(CCC[N+](C)(C)CCC([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.824093155
OS(=O)(=O)C(F)(Cl)C(F)(F)F,0.418907758
C[N+](CCO)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCCS(O)(=O)=O,1.548299145
C[N+](CCO)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCCS(O)(=O)=O,1.647021452
C[N+](C)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,1.510721833
OS(=O)(=O)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.903565535
C[N+](C)(CCCNS(=O)(=O)C(F)(F)C(F)(F)F)CCCS([O-])(=O)=O,0.319886031
C[N+](C)(CCCN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCCS([O-])(=O)=O,0.949319646
FCC(F)=O,0.541459608
FC(F)(F)COCC=C,1.450884278
FC(F)(F)SC(Cl)=S,1.954542131
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,1.612804252
FC(F)(C=C)C(F)(F)C=C,1.904711283
FC(F)(F)C(F)(F)C(=O)NCC1=CC=CC=C1,1.430258315
FC(F)=C(F)OC(F)(F)C(F)(F)OC(F)=C(F)F,2.322066551
CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,2.09760077
COC1=C(F)C(F)=CC(F)=C1F,2.831999418
FC(F)C(F)(F)COC(=O)CCN1CC1,1.10319176
FC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I)C(F)(F)F,2.33009806
FC1=C(F)C(F)=C(I)C(I)=C1F,3.547695872
FC(F)C(F)(F)OC1=CC2=CC=CC=C2C=C1,2.909818523
[O-][N+](=O)C1=CC=CC=C1OC(F)(F)C(F)F,2.372093487
FC(F)(F)C(F)(F)C1NCCN1,0.648350819
FC(F)(F)C(S)=O,0.726037093
O.OC(N1CCCCC1)(C(F)(F)F)C(F)(F)F,0.848106712
C[N+](C)([O-])CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.1102038
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,2.404475428
CCCCCCCCOC(F)(F)C(F)F,2.104120206
FC(F)(F)C(=CC(=O)C=C(C(F)(F)F)C(F)(F)F)C(F)(F)F,2.247092795
CC12COC(OC1)(OC2)C(F)(F)C(F)(F)F,1.525687812
FC(F)C1=CC=CC=C1C(F)(F)F,2.434473169
FC(F)(F)COC(F)(F)Cl,1.392401229
FC1(F)C2=C(C3=C(C4=C2C(F)(F)C(F)(F)C4(F)F)C(F)(F)C(F)(F)C3(F)F)C(F)(F)C1(F)F,3.231093023
[O-][N+](=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.961525377
FC(F)(F)C(=CC(=O)C1=CC=C(C=C1)C#N)C(F)(F)F,1.918535088
FC(F)(F)C(F)(F)C(=O)OC=C,1.508923754
F.NCC(F)(F)F,0.494169779
FC(F)(F)C(Cl)(Cl)C(Cl)(Cl)C(F)(F)F,2.136136249
[NH4+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,1.585851446
OC(=O)C(F)(F)C(F)(F)OC(F)(F)F,0.8238919
FC(F)(F)C1=CC=NC=C1,1.720680607
FC(F)(F)C(=C)CCl,1.422560784
FC(F)(F)C(=O)OCC=C,1.228172764
OCC[N+](CCO)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC([O-])=O,1.362414684
NC(=O)NN=C(C(F)(F)F)C(F)(F)F,1.28200309
FC1=C(Br)C=CC(=C1)C(F)(F)F,2.84883492
FC(F)(F)CNC(=O)C(F)(F)F,1.035971684
CC(F)(F)I,2.133109503
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.509944408
OC(=O)C(F)=C(F)F,0.386034586
FC(F)(F)PC(F)(F)F,0.971802668
FCCCF,1.456337875
COC(=O)C(F)(F)C(F)(F)OCC(=O)OC(F)F,1.096048453
FC(F)F.FC(F)(F)Cl,1.470369347
C[S+](C)OC(=O)C(F)(F)F,1.229733192
FC(F)(F)C(Cl)Cl,1.42741381
FC(F)(F)CN(CC(F)(F)F)N=O,1.496604088
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,1.627558226
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#N,2.292925494
FC1=CC(F)=C(F)C(=C1F)C(F)(F)F,2.892333653
OCCC1=C(F)C(F)=C(F)C(F)=C1F,1.946243337
FC(F)(F)C#CC#N,2.092739622
OCC1=CC(=C(F)C=C1)C(F)(F)F,1.874218341
CCOC(=O)C(C(=O)OCC)C(O)(C(F)(F)F)C(F)(F)F,1.327817369
FC#CF,2.001952823
FC1=C(Cl)CC1(F)F,2.520212458
FC1=NC(F)=C(F)C(F)=C1F,2.092029752
FC1(F)SC(F)(F)C(F)(F)SC1(F)F,1.748435259
FC(F)N(C(F)F)C(F)F,0.507599244
FC(F)N(C(F)(F)F)C(F)(F)F,0.926842285
[O-][N+](=O)C1=CC(=CC2=C1N=C(N2)C(F)(F)C(F)F)C(F)(F)F,2.178387409
CC(=O)NC1=C(Cl)C=C(C=C1)C1=CC(Cl)=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C=C1,2.102749962
CCCCP(=O)(CCCC)OC1=CC=C(CC(F)(F)C(F)(F)C(F)(F)F)C=C1,2.406605839
OC1=C(F)C(F)=C(O)C(F)=C1F,0.929529158
FC1=C(Cl)C=C(C=C1Cl)C(F)(F)F,3.234390903
[2H]OC([2H])([2H])C(F)(F)F,1.657132906
FC(F)(Cl)C(=O)C(F)(Cl)Cl,1.321580094
FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC2=C(C=C1)C1=C(C2)C=CC=C1OC(=O)C(F)(F)C(F)(F)C(F)(F)F,2.332213219
FN1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,1.815431267
Cl.NCCCC(F)(F)F,0.778873213
FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,2.767850428
NCC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,1.96152327
CCC(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,2.290875864
CN(C=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.910778099
CC1=C(F)C2=C(N=C(N2)C(F)(F)F)C(F)=C1F,2.28037986
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)SCl,2.218463861
FC(F)(F)C(=O)NC1=C(Cl)C=CC(=C1)C(F)(F)F,2.331129445
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC=C,2.286781801
CO[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.166238684
O.O.O.FC(F)(F)C(=O)C(F)(F)F.FC(F)(F)C(=O)C(F)(F)F,0.912738947
OS(=O)(=O)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)F)C(F)(F)C1(F)F,1.852181511
OC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,1.970821951
OC(CBr)C(F)(F)F,0.538406013
CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.893273631
CCC(CC(F)(F)C(F)(F)C(F)(F)F)[N+]([O-])=O,1.758123968
NNC(=O)C(F)(F)C(F)(F)F,0.98894549
FC(F)(F)C(F)(F)C1=NC(=NO1)C(F)(F)C(F)(F)F,1.881433873
FC(F)(C1=NNN=N1)C(F)(F)C(F)(F)C1=NNN=N1,1.235347251
CC1=CC=C(S1)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,1.57466
FC(Cl)C(F)(F)F,1.598861039
FC(F)(F)C(F)(F)C(F)(F)C(=O)NC=C,1.371376857
FC(F)(F)COC(=N)C(F)(F)C(F)(F)C(F)(F)F,1.604796022
CC(C)(O)C(F)(F)C(F)(F)C(F)(F)C(F)F,1.563880144
OC(C(F)(F)F)C(F)(F)Cl,1.005430239
CC1=C(F)C(F)=C(C(F)=C1F)C1=C(F)C(F)=C(C)C(F)=C1F,3.442395593
COC1=C(F)C(F)=C(C(F)=C1F)C1=C(F)C(F)=C(OC)C(F)=C1F,3.229491445
NC(=O)NNC(O)(C(F)(F)F)C(F)(F)F,0.970613187
OP(O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.997869338
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.143232111
FC(F)(F)C(F)(F)C(F)(F)C1=NN=NN1C1=CC=CC=C1,1.84325901
FCCC1=CC(=CC=C1)C(F)(F)F,2.189194008
OC(=O)CC(SC(CC(O)=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,1.586822287
FC(F)(F)C(=O)NCCBr,0.538431193
COC1=CC(C(=O)C=C(C(F)(F)F)C(F)(F)F)=C(OC)C=C1,2.506136751
OC(C1CCC2=C(C=C(C=C2)[N+]([O-])=O)C1=O)(C(F)(F)F)C(F)(F)F,1.520326741
FC(F)(F)C(=CC(=O)C1=CC(=CC=C1)C(F)(F)F)C(F)(F)F,2.480204175
FC1=C(F)C(OC2=C(F)C(F)=C(C(F)=C2F)C(F)(F)F)=C(F)C(OC2=C(F)C(F)=C(C(F)=C2F)C(F)(F)F)=C1F,3.631022569
COC1=C(F)C(F)=C(OC2=C(F)C(F)=C(Br)C(F)=C2F)C(F)=C1F,3.36615035
CC(O)(C(C)(O)C(F)(F)F)C(F)(F)F,0.836479932
FC(F)C(F)(F)COCC1=CNC(=O)NC1=O,0.844538354
CCN(CC)C(=O)C(F)C(F)(F)C(F)(F)COCC1=CC=CC=C1,1.54426592
CC1=CC=C(SC(F)(F)C(F)C(F)(F)F)C=C1,2.023139855
CC1=CC2=C(NC(C)(C)OC2(C(F)(F)F)C(F)(F)F)C(=C1)C(O)(C(F)(F)F)C(F)(F)F,2.016793122
CC(C)(C)C(\OC(C1=CC=CC=C1)(C(F)(F)F)C(F)(F)F)=N/C1=CC=CC=C1,2.899475101
CC(C)(C)C1=CC(=C(N)C=C1)C(O)(C(F)(F)F)C(F)(F)F,2.269533885
FC(F)(F)C(F)(F)C(F)(F)C(=O)OCC(COC(=O)C(F)(F)C(F)(F)C(F)(F)F)(COC(=O)C(F)(F)C(F)(F)C(F)(F)F)COC(=O)C(F)(F)C(F)(F)C(F)(F)F,2.014216076
CN(C)C(=O)C(F)(F)F,0.613983719
FC(F)(F)C(F)(F)C(F)(F)C1=NC2=CC=CC=C2N1,1.885058179
CCOP(=O)(OCC)C(I)CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)P(=O)(OCC)OCC,1.710277972
FC1=C(F)C(F)=C(C(F)=C1F)[Si](C1=C(F)C(F)=C(F)C(F)=C1F)(C1=C(F)C(F)=C(F)C(F)=C1F)C1=C(F)C(F)=C(F)C(F)=C1F,3.631481056
CNCC(F)(F)F,0.641868626
CCC(C)(F)F,1.949245584
FC(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,2.295822641
FC(F)=CC(F)(F)Cl,1.890774492
FC(F)(F)C(Cl)=CCl,1.749871073
NCC1=CC(=C(F)C=C1)C(F)(F)F,1.882537186
NC1=NN=C(O1)C(F)(F)F,1.146432605
[O-][N+](=O)CC(F)(F)F,1.044560248
CO[Si](C)(C)C1=C(F)C(F)=C(F)C(F)=C1F,2.558783089
CCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.0157785
