SMILES,prediction_probability
Nc1nc(N)nc(Nc2nc(N)nc(N)n2)n1,0.580758347907723
Clc1ccc(-c2cccc(Cl)c2Cl)c(Cl)c1,0.22896000015401693
Brc1cc(Br)cc(-c2cc(Br)cc(Br)c2)c1,0.6757931010477195
Clc1cccc(-c2ccc(Cl)c(Cl)c2Cl)c1Cl,0.43282308938371034
Cc1ccc(S(=O)(=O)Oc2c(C(=O)c3ccc(Cl)cc3Cl)c(C)nn2C)cc1,0.15227449453222813
CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(NC)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,0.12820432862913386
CCC(C)C1OC2(CCC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,0.11430359141949514
Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.3391924447218971
COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,0.2727619409717981
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,0.22437937324650334
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,0.15102384264524743
CC(C)OP(C)(=O)OC(C)C,0.7146695587068596
O=C(NC(=O)c1ccccc1Cl)Nc1ccc(Cl)cc1,0.15210935820761176
CCCCCCCCCCC(C)c1ccccc1,0.6431825915185279
Clc1cc(Cl)cc(-c2cc(Cl)cc(Cl)c2)c1,0.3977575858555143
CC(C)c1ccc(-c2ccc(Cl)cc2)cc1,0.39415595492101035
CC(C)c1ccc(-c2cc(Cl)cc(Cl)c2)cc1,0.3540543138098991
Brc1ccc(-c2cc(Br)cc(Br)c2)cc1,0.6707359403043917
Brc1cc(Br)cc(-c2ccccc2)c1,0.6749637202345216
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.5157778545339806
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],0.3722572775100734
CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],0.4732275496961874
Cc1cc([N+](=O)[O-])c(N(CCCl)CCCl)c([N+](=O)[O-])c1,0.45102664318962676
CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.3513779059720265
CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.3815905064603566
CCCCCCCCCCCCCCCCOS(=O)(=O)O,0.49743690389137635
CCCCCCCCCCCCCCOS(=O)(=O)O,0.49743690389137635
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,0.28591110630536404
CN(C)C(=S)S,0.6822918670593221
S=C(S)NCCNC(=S)S,0.6198393190943702
Cc1c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,0.16859311842435176
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0.15932443158006396
